Date,OMR3M,BHD3M,KWD3M,QAR3M,SAR3M,AED3M,EUR3M,EIBO3M,Gold,Oil,MSCI EM,SPX,USDL3M,GAS
2009/5/14,0.38235,0.3788,0.29664,3.64425,3.7491,3.6737,1.35816,2.49375,925.25,58.62,699.391,893.07,0.0085438,4.291999817
2009/5/15,0.3816,0.37855,0.2965,3.6405,3.7495,3.6717,1.35878,2.49375,929.5,56.34,707.928,882.88,0.0082563,4.09800005
2009/5/18,0.38059,0.37905,0.29597,3.6465,3.7486,3.67405,1.34842,2.4875,921,59.03,728.492,909.71,0.00785,4.138999939
2009/5/19,0.38054,0.37907,0.2957,3.6466,3.7488,3.6719,1.36009,2.4875,924.75,59.65,745.819,908.13,0.007525,3.914000034
2009/5/20,0.3806,0.37897,0.29525,3.6467,3.74935,3.674,1.37685,2.4875,939.5,62.02,756.07,903.47,0.0071625,3.970000029
2009/5/21,0.37751,0.37898,0.29416,3.64625,3.749,3.67335,1.37558,2.48125,937.5,60.55,740.957,888.33,0.0066125,3.602999926
2009/5/22,0.38136,0.37858,0.29279,3.64435,3.7492,3.6736,1.39777,2.48125,959.75,61.17,746.417,887,0.0066,3.515000105
2009/5/25,0.3806,0.37898,0.2941,3.6448,3.74885,3.67315,1.39956,2.46875,959.75,61.17,747.094,887,0.00661875,3.526000023
2009/5/26,0.38056,0.37907,0.29425,3.6467,3.7488,3.6735,1.39748,2.475,945,62.45,739.618,910.33,0.0066375,3.536999941
2009/5/27,0.38134,0.3786,0.29494,3.64625,3.7485,3.67255,1.3919,2.475,951,63.45,754.18,893.06,0.0067375,3.538000107
2009/5/28,0.38125,0.3786,0.29517,3.64675,3.74845,3.6732,1.39307,2.475,957.75,65.08,761.744,906.83,0.006675,3.957000017
2009/5/29,0.38136,0.37858,0.29364,3.64635,3.7502,3.6725,1.41444,2.475,975.5,66.31,773.121,919.14,0.0065625,3.835000038
2009/6/1,0.38134,0.37861,0.29391,3.64635,3.74845,3.6731,1.41465,2.475,981.75,68.58,802.21,942.87,0.0065,4.249000072
2009/6/2,0.3775,0.37857,0.29264,3.64355,3.74845,3.67345,1.42876,2.46875,980,68.55,795.592,944.74,0.0064625,4.119999886
2009/6/3,0.38209,0.37858,0.29364,3.64325,3.7485,3.67285,1.41766,2.46875,976.75,66.12,784.221,931.76,0.0063688,3.766000032
2009/6/4,0.3821,0.37858,0.29419,3.64475,3.74845,3.67335,1.41753,2.4625,970.75,68.81,781.757,942.46,0.0062938,3.809999943
2009/6/5,0.382,0.37858,0.29532,3.6435,3.74835,3.67295,1.39945,2.4625,962,68.44,786.965,940.09,0.006325,3.868000031
2009/6/8,0.382,0.37908,0.2968,3.645,3.74865,3.67345,1.38458,2.4625,943.75,68.09,772.253,939.14,0.0065,3.730999947
2009/6/9,0.38059,0.37907,0.29674,3.6448,3.7484,3.67295,1.39905,2.4625,951,70.01,771.184,942.43,0.006475,3.730999947
2009/6/10,0.38045,0.37861,0.29695,3.646,3.7485,3.6734,1.39923,2.4625,953.75,71.33,789.135,939.15,0.0063875,3.707999945
2009/6/11,0.37975,0.37858,0.29716,3.64525,3.74825,3.67305,1.40582,2.45625,947.5,72.68,791.032,944.89,0.0062938,3.933000088
2009/6/12,0.37975,0.37853,0.2969,3.64525,3.74855,3.67305,1.39835,2.45625,937.25,72.04,790.185,946.21,0.0062438,3.857000113
2009/6/15,0.37976,0.37857,0.29851,3.6459,3.74825,3.6728,1.38224,2.45625,932.25,70.62,769.938,923.72,0.0061438,4.18200016
2009/6/16,0.37986,0.37857,0.29825,3.6461,3.74775,3.67275,1.38789,2.45625,934,70.47,764.629,911.97,0.0061313,4.129000187
2009/6/17,0.37985,0.3786,0.2983,3.6468,3.74835,3.67315,1.38535,2.45625,930.5,71.03,749.021,910.71,0.0061,4.252999783
2009/6/18,0.3761,0.37861,0.30055,3.64325,3.7471,3.6698,1.39527,2.45625,940.5,71.31,743.723,918.37,0.0060875,4.092999935
2009/6/19,0.37785,0.37926,0.30005,3.63955,3.74505,3.6713,1.39181,2.45625,935.25,69.55,750.473,921.23,0.0061188,4.032000065
2009/6/22,0.38161,0.37883,0.29855,3.64415,3.74825,3.67335,1.38721,2.45625,919.25,66.93,736.481,893.04,0.0061,3.933000088
2009/6/23,0.3816,0.3796,0.29736,3.64445,3.7479,3.67375,1.40014,2.45625,920.75,68.79,723.719,895.1,0.006075,3.878999949
2009/6/24,0.3816,0.37961,0.29681,3.64455,3.7484,3.6737,1.40265,2.45625,933.5,68.67,741.797,900.94,0.0060438,3.760999918
2009/6/25,0.3816,0.37958,0.29713,3.64385,3.7475,3.67335,1.39026,2.45625,937.25,70.23,750.225,920.26,0.0060125,3.844000101
2009/6/26,0.38035,0.37925,0.29783,3.6457,3.74745,3.67135,1.40661,2.45625,942,69.16,761.919,918.9,0.005975,3.948999882
2009/6/29,0.38226,0.37948,0.29641,3.6445,3.7484,3.67375,1.40542,2.45625,935.5,71.49,764.679,927.23,0.0059688,3.944000006
2009/6/30,0.3776,0.37958,0.29659,3.64225,3.74815,3.67365,1.40239,2.45625,934.5,69.89,761.295,919.32,0.00595,3.835000038
2009/7/1,0.38226,0.37948,0.29691,3.6429,3.74845,3.67365,1.4129,2.45625,938.25,69.31,773.073,923.33,0.005875,3.795000076
2009/7/2,0.38225,0.37948,0.29736,3.6428,3.74815,3.67385,1.4016,2.45625,931.73,66.73,766.137,896.42,0.005775,3.61500001
2009/7/3,0.38235,0.37948,0.29694,3.6428,3.74825,3.6738,1.40016,2.45625,932.5,66.73,766.318,896.42,0.0055875,3.550999999
2009/7/6,0.38236,0.37958,0.29665,3.64235,3.7483,3.6736,1.39201,2.45625,924.5,64.05,751.335,898.72,0.0054813,3.486999989
2009/7/7,0.38236,0.37958,0.29706,3.64375,3.7483,3.6738,1.40001,2.45625,924,62.93,750.722,881.03,0.005375,3.428999901
2009/7/8,0.38226,0.37948,0.29677,3.64565,3.7486,3.6737,1.38977,2.45625,918,60.14,739.454,879.56,0.00525,3.352999926
2009/7/9,0.38236,0.37948,0.29676,3.6465,3.749,3.67385,1.39779,2.45,911.75,60.41,741.747,882.68,0.0051,3.407999992
2009/7/10,0.38235,0.3796,0.29676,3.6466,3.74885,3.6739,1.39408,2.45,913,59.89,736.019,879.13,0.00505,3.372999907
2009/7/13,0.3822,0.3795,0.29726,3.64585,3.74875,3.6738,1.39492,2.45,908.5,59.69,723.052,901.05,0.0050938,3.263000011
2009/7/14,0.38211,0.37959,0.29698,3.64615,3.7491,3.6737,1.39455,2.45,924.75,59.52,739.582,905.84,0.0051313,3.428999901
2009/7/15,0.3805,0.37948,0.29669,3.64575,3.749,3.6738,1.40853,2.45,938,61.54,766.052,932.68,0.0051375,3.282999992
2009/7/16,0.3807,0.37949,0.2971,3.64585,3.74895,3.6738,1.4115,2.45,935,62.02,773.408,940.74,0.0051,3.667999983
2009/7/17,0.3801,0.37949,0.2971,3.64575,3.74875,3.6739,1.41111,2.45,935,63.56,782.68,940.38,0.0050375,3.66899991
2009/7/20,0.3802,0.3795,0.29581,3.6452,3.74875,3.674,1.42124,2.45,952.75,63.98,807.021,951.13,0.00505,3.688999891
2009/7/21,0.3827,0.3796,0.29451,3.6454,3.74875,3.6738,1.42264,2.45,947.75,64.72,810.463,954.58,0.0050313,3.704999924
2009/7/22,0.3826,0.37959,0.2941,3.64545,3.74865,3.67405,1.42077,2.44375,948.25,63.57,806.551,954.07,0.0050188,3.792999983
2009/7/23,0.3822,0.3795,0.29311,3.64525,3.74835,3.67405,1.42486,2.44375,950,66.11,822.114,976.29,0.0050375,3.549999952
2009/7/24,0.38105,0.37922,0.2933,3.64525,3.74835,3.6688,1.42002,2.44375,951.5,66.55,823.714,979.26,0.0050188,3.694999933
2009/7/27,0.38385,0.37882,0.29157,3.6458,3.7467,3.67295,1.42207,2.44375,955,68.38,833.663,982.18,0.0049625,3.604000092
2009/7/28,0.3812,0.37887,0.29033,3.6451,3.7484,3.67375,1.41783,2.44375,944.25,67.23,836.593,979.62,0.0049125,3.535000086
2009/7/29,0.3817,0.37928,0.28995,3.6452,3.7483,3.67405,1.40612,2.44375,931,63.35,822.438,975.15,0.004875,3.378999949
2009/7/30,0.3811,0.37985,0.29156,3.6461,3.74815,3.67425,1.40627,2.44375,932.5,66.94,833.544,986.75,0.0048313,3.743000031
2009/7/31,0.3817,0.37973,0.29105,3.64535,3.7484,3.67425,1.41782,2.44375,939,69.45,844.024,987.48,0.0047938,3.653000116
2009/8/3,0.38145,0.37982,0.29142,3.6453,3.7483,3.6743,1.44163,2.45625,959.75,71.58,864.729,1002.63,0.0047188,4.031000137
2009/8/4,0.38146,0.37922,0.29146,3.64525,3.74835,3.6743,1.43983,2.45,960.5,71.42,860.618,1005.65,0.0047063,4.000999928
2009/8/5,0.38206,0.37973,0.2908,3.6465,3.74835,3.67385,1.43869,2.43125,960.5,71.97,854.541,1002.72,0.0046813,4.041999817
2009/8/6,0.38221,0.37982,0.29171,3.64675,3.7484,3.67405,1.43677,2.39375,964,71.94,855.518,997.08,0.0046438,3.743000031
2009/8/7,0.38201,0.37983,0.29255,3.64685,3.74845,3.6739,1.42092,2.39375,956,70.93,852.931,1010.48,0.0046125,3.674000025
2009/8/10,0.38225,0.37973,0.29216,3.646,3.74835,3.6741,1.41643,2.325,945,70.6,854.779,1007.1,0.0045875,3.641000032
2009/8/11,0.38226,0.37985,0.29196,3.64605,3.7486,3.674,1.41416,2.3,942.75,69.45,844.9,994.35,0.0045438,3.540999889
2009/8/12,0.3838,0.37893,0.2921,3.6459,3.7484,3.67445,1.42126,2.29375,947.25,70.16,840.239,1005.81,0.0044969,3.479000092
2009/8/13,0.38245,0.37985,0.29186,3.64495,3.7486,3.6747,1.42935,2.26875,953.5,70.52,855.638,1012.73,0.0044,3.335999966
2009/8/14,0.38145,0.37923,0.29216,3.64555,3.7485,3.6745,1.42352,2.26875,953.6,67.51,852.738,1004.09,0.0042938,3.237999916
2009/8/17,0.38245,0.37975,0.29231,3.64525,3.7485,3.675,1.40718,2.2125,932.75,66.75,819.831,979.73,0.0043125,3.163000107
2009/8/18,0.3826,0.37973,0.29235,3.6455,3.7487,3.6754,1.41042,2.2,935,69.19,825.194,989.67,0.00425,3.095999956
2009/8/19,0.3825,0.37983,0.29225,3.6455,3.74845,3.6753,1.42186,2.2,943,72.42,822.861,996.46,0.0041875,3.118999958
2009/8/20,0.3826,0.37973,0.2923,3.6455,3.7471,3.6742,1.42353,2.16875,940.5,72.54,837.12,1007.37,0.0040688,2.944999933
2009/8/21,0.38375,0.37898,0.29084,3.64535,3.75025,3.67565,1.43007,2.16875,952.5,73.19,845.507,1026.13,0.0039313,2.803999901
2009/8/24,0.38161,0.37982,0.29118,3.6454,3.74885,3.67525,1.43194,2.1625,951.5,74.01,861.37,1025.57,0.0038688,2.923000097
2009/8/25,0.38151,0.37982,0.29082,3.6455,3.74875,3.67475,1.43283,2.1625,950.5,71.55,858.259,1028,0.0038,2.881999969
2009/8/26,0.3815,0.37972,0.28986,3.6448,3.74885,3.6746,1.42313,2.1625,940.5,71.43,851.884,1028.12,0.0037188,2.910000086
2009/8/27,0.3816,0.38023,0.29019,3.6445,3.7485,3.6748,1.42272,2.1625,943,72.49,843.994,1030.98,0.0036063,2.842999935
2009/8/28,0.38385,0.38022,0.28855,3.6445,3.74865,3.6747,1.43731,2.1625,955.5,72.74,851.462,1028.93,0.003475,3.032999992
2009/8/31,0.3821,0.38023,0.28965,3.64575,3.749,3.67455,1.43504,2.14375,948.5,69.96,839.46,1020.62,0.003475,2.976999998
2009/9/1,0.382,0.37973,0.29015,3.645,3.74865,3.6748,1.43031,2.14375,955,68.05,842.114,998.04,0.0033438,2.821000099
2009/9/2,0.38211,0.37982,0.29055,3.64535,3.7486,3.6743,1.42378,2.14375,964.75,68.05,831.038,994.75,0.0033,2.714999914
2009/9/3,0.38201,0.37973,0.29055,3.64575,3.74865,3.6748,1.42586,2.14375,983,67.96,840.988,1003.24,0.0032188,2.507999897
2009/9/4,0.38201,0.37972,0.2895,3.64505,3.7485,3.6745,1.42336,2.14375,989,68.02,853.319,1016.4,0.0031438,2.727999926
2009/9/7,0.3817,0.37985,0.29145,3.64555,3.74885,3.6754,1.4336,2.14375,989,68.02,864.981,1016.4,0.0030875,2.767499924
2009/9/8,0.3818,0.37977,0.2893,3.6425,3.74865,3.67375,1.45139,2.13125,1000.75,71.1,880.785,1025.39,0.0030188,2.806999922
2009/9/9,0.3811,0.37983,0.29085,3.64505,3.7486,3.67345,1.45812,2.11875,999.5,71.31,879.936,1033.37,0.0029869,2.828999996
2009/9/10,0.38151,0.37973,0.29016,3.64515,3.74845,3.6746,1.4564,2.10625,990.75,71.94,887.053,1044.14,0.0029969,3.256000042
2009/9/11,0.3815,0.37982,0.29015,3.64515,3.74845,3.6746,1.46113,2.10625,1008.25,69.29,894.299,1042.73,0.00299,2.960000038
2009/9/14,0.38395,0.37998,0.2895,3.64575,3.748,3.6692,1.46289,2.10625,999.25,68.86,884.59,1049.34,0.00295,3.296999931
2009/9/15,0.38151,0.37883,0.28935,3.6459,3.74775,3.6742,1.45978,2.0875,996,70.93,894.004,1052.63,0.0029338,3.319999933
2009/9/16,0.3816,0.37883,0.28866,3.6456,3.7476,3.6742,1.46868,2.08125,1015.75,72.51,913.51,1068.76,0.0029188,3.75999999
2009/9/17,0.38126,0.37948,0.28861,3.6452,3.74765,3.6744,1.47436,2.08125,1018.5,72.47,919.89,1065.49,0.0029188,3.457999945
2009/9/18,0.3817,0.37883,0.2883,3.6453,3.7479,3.67455,1.47214,2.08125,1012,72.04,918.9,1068.3,0.0028938,3.778000116
2009/9/21,0.38161,0.37999,0.2889,3.64545,3.74875,3.67505,1.46555,2.08125,997,69.71,910.705,1064.66,0.0028938,3.575999975
2009/9/22,0.376,0.37908,0.28908,3.64525,3.7479,3.6745,1.47915,2.08125,1014,71.55,922.307,1071.66,0.0028563,3.608999968
2009/9/23,0.3826,0.37909,0.28805,3.64515,3.7478,3.67395,1.47791,2.08125,1010.25,68.97,918.559,1060.87,0.00285,3.859999895
2009/9/24,0.376,0.37888,0.28864,3.6454,3.74545,3.6742,1.47058,2.08125,1009.75,65.79,908.129,1050.78,0.0028313,3.954999924
2009/9/25,0.376,0.37908,0.28865,3.6451,3.7475,3.67415,1.46894,2.08125,991.5,66.02,908.074,1044.38,0.002825,3.984999895
2009/9/28,0.3825,0.37899,0.28865,3.64555,3.7479,3.67435,1.46285,2.08125,991.75,66.84,904.536,1062.98,0.002825,3.730000019
2009/9/29,0.3838,0.37893,0.28988,3.6457,3.7474,3.674,1.45425,2.05625,989.5,66.71,913.189,1060.61,0.0028969,4.875
2009/9/30,0.38376,0.37949,0.28858,3.6454,3.7477,3.67345,1.46153,2.05,995.75,70.61,914.045,1057.08,0.0028688,4.84100008
2009/10/1,0.38109,0.37909,0.29035,3.6459,3.7475,3.67425,1.45593,1.97857,1004.75,70.82,911.262,1029.85,0.0028438,4.46600008
2009/10/2,0.3811,0.37949,0.29005,3.646,3.7476,3.67355,1.46025,1.97857,1003.5,69.95,901.385,1025.21,0.0028406,4.717999935
2009/10/5,0.38111,0.37959,0.29005,3.6453,3.74775,3.6741,1.46252,1.97857,1005.5,70.41,907.024,1040.46,0.0028406,4.986999989
2009/10/6,0.38108,0.37949,0.28995,3.6453,3.7475,3.674,1.47449,2.03429,1038.75,70.88,925.953,1054.72,0.0028406,4.880000114
2009/10/7,0.38097,0.37959,0.29185,3.64595,3.74745,3.674,1.46767,2.03714,1040.25,69.57,928.89,1057.58,0.0028438,4.903999805
2009/10/8,0.3811,0.37959,0.29156,3.64675,3.7477,3.674,1.47592,2.04,1045,71.69,939.912,1065.48,0.0028438,4.962999821
2009/10/9,0.38101,0.37959,0.29058,3.6462,3.74755,3.67405,1.47519,2.04,1051.5,71.77,946.287,1071.49,0.0028438,4.769999981
2009/10/12,0.38111,0.37959,0.29025,3.64645,3.7474,3.67385,1.48042,2.04,1058.75,73.27,950.343,1076.19,0.0028438,4.880000114
2009/10/13,0.38111,0.37949,0.28987,3.64785,3.7482,3.67405,1.48193,1.97625,1057.5,74.15,950.985,1073.19,0.0028438,4.587999821
2009/10/14,0.38111,0.37959,0.2888,3.64845,3.7483,3.67415,1.48953,1.97,1059.5,75.18,972.098,1092.02,0.0028406,4.43599987
2009/10/15,0.38098,0.37919,0.28905,3.6475,3.74815,3.6743,1.49332,1.97,1053.5,77.58,975.792,1096.56,0.0028406,4.481999874
2009/10/16,0.38118,0.37909,0.28855,3.6478,3.748,3.67405,1.48709,1.97,1047.5,78.53,966.037,1087.68,0.0028406,4.781000137
2009/10/19,0.38211,0.37909,0.28895,3.64385,3.7481,3.6741,1.49392,1.97,1050.5,79.61,976.975,1097.91,0.0028338,4.835000038
2009/10/20,0.38201,0.37909,0.2881,3.6428,3.7478,3.6739,1.49378,1.97,1061.75,79.09,972.191,1091.06,0.0028313,5.160999775
2009/10/21,0.3817,0.37945,0.28789,3.6429,3.74795,3.67225,1.49942,1.95688,1053.75,81.37,968.276,1081.4,0.0028344,5.099999905
2009/10/22,0.3822,0.3795,0.2871,3.6425,3.748,3.6734,1.50025,1.95625,1053,81.19,961.454,1092.91,0.0028219,4.947000027
2009/10/23,0.3811,0.37951,0.28855,3.643,3.74775,3.67225,1.50136,1.95625,1061.75,80.5,967.95,1079.6,0.0028188,4.787000179
2009/10/26,0.3815,0.37874,0.28814,3.6439,3.7463,3.6733,1.49373,1.95625,1054,78.68,966.416,1066.95,0.0028063,4.513000011
2009/10/27,0.3815,0.38098,0.28673,3.6425,3.74675,3.67355,1.48158,1.955,1036.5,79.55,946.948,1063.41,0.0028063,4.55700016
2009/10/28,0.38161,0.37834,0.2884,3.6437,3.7468,3.6737,1.47594,1.955,1031.75,77.46,916.645,1042.63,0.0028063,4.289000034
2009/10/29,0.38135,0.37949,0.28807,3.6438,3.74685,3.67375,1.48133,1.955,1040.5,79.87,921.345,1066.11,0.0028063,5.061999798
2009/10/30,0.38651,0.37949,0.28712,3.6431,3.74695,3.67355,1.47493,1.955,1040,77,914.259,1036.19,0.0028063,5.045000076
2009/11/2,0.3817,0.37825,0.28945,3.644,3.74705,3.67355,1.48129,1.955,1062,78.13,911.157,1042.88,0.0027938,4.823999882
2009/11/3,0.3816,0.37835,0.28991,3.6462,3.74715,3.67365,1.46726,1.95375,1061,79.6,903.46,1045.41,0.0027813,4.921999931
2009/11/4,0.3816,0.37835,0.28935,3.6457,3.7473,3.6737,1.48305,1.95625,1090,80.4,926.135,1046.5,0.002775,4.724999905
2009/11/5,0.38155,0.379,0.28715,3.64455,3.74735,3.67335,1.48833,1.9575,1089,79.62,930.09,1066.63,0.0027531,4.782000065
2009/11/6,0.3817,0.37815,0.29025,3.64535,3.74715,3.67365,1.48661,1.9575,1096.75,77.43,936.358,1069.3,0.0027406,4.59499979
2009/11/9,0.3816,0.37825,0.28975,3.64515,3.74715,3.6737,1.50013,1.9575,1106.75,79.43,959.657,1093.08,0.002725,4.670000076
2009/11/10,0.3816,0.37824,0.2898,3.64425,3.74705,3.6734,1.49627,1.9725,1101.5,79.05,963.089,1093.01,0.002725,4.467000008
2009/11/11,0.3863,0.37786,0.29005,3.64475,3.74725,3.67375,1.49829,1.93125,1115.25,79.28,972.094,1098.51,0.002725,4.502999783
2009/11/12,0.3816,0.37826,0.2898,3.64575,3.74735,3.6736,1.48773,1.915,1114.75,76.94,958.883,1087.24,0.002725,4.369999886
2009/11/13,0.38183,0.37826,0.2904,3.6451,3.7474,3.674,1.48821,1.915,1104,76.35,962.511,1093.48,0.002725,4.392000198
2009/11/16,0.38199,0.37805,0.28966,3.6451,3.74725,3.67375,1.49729,1.915,1130,78.9,982.428,1109.3,0.0027125,4.613999844
2009/11/17,0.38209,0.37816,0.28815,3.6436,3.74725,3.6739,1.48341,1.9125,1134.75,79.14,980.405,1110.32,0.0027031,4.53000021
2009/11/18,0.38209,0.37806,0.28825,3.64415,3.74745,3.67395,1.49609,1.90875,1149,79.58,981.792,1109.8,0.0026906,4.254000187
2009/11/19,0.38218,0.37815,0.2888,3.64475,3.74775,3.674,1.48494,1.915,1135.5,77.46,968.46,1094.9,0.0026656,4.342000008
2009/11/20,0.38198,0.37806,0.2886,3.64485,3.74785,3.67385,1.48366,1.915,1140,76.72,965.081,1091.38,0.0026219,4.423999786
2009/11/23,0.38234,0.37815,0.289,3.64425,3.74815,3.67375,1.49711,1.915,1169.5,76.56,977.197,1106.24,0.0026188,4.47300005
2009/11/24,0.38296,0.37815,0.29011,3.645,3.74765,3.67395,1.49394,1.915,1163.25,74.82,972.185,1105.65,0.0026063,4.486000061
2009/11/25,0.38286,0.37805,0.2899,3.645,3.7477,3.6749,1.50466,1.91875,1179.75,76.91,978.654,1110.63,0.0025563,5.163000107
2009/11/26,0.38275,0.37918,0.28981,3.6453,3.74765,3.67515,1.49804,1.91875,1179.75,76.91,957.981,1110.63,0.0025438,5.17750001
2009/11/27,0.38275,0.37898,0.28994,3.64605,3.74765,3.67515,1.49724,1.91875,1179.75,76.91,941.009,1091.49,0.0025563,5.191999912
2009/11/30,0.3829,0.37899,0.29037,3.6461,3.74755,3.67695,1.50079,1.91875,1175.75,77.28,953.128,1095.63,0.0025656,4.84800005
2009/12/1,0.38286,0.37863,0.29008,3.6461,3.7497,3.67575,1.50879,1.91875,1192.5,78.37,973.313,1108.86,0.0025531,4.762000084
2009/12/2,0.38276,0.37814,0.2902,3.6468,3.74925,3.6761,1.50701,1.91875,1212.5,76.6,981.565,1109.24,0.00255,4.53000021
2009/12/3,0.38285,0.37773,0.29039,3.6468,3.7481,3.676,1.50823,1.905,1208.75,76.46,986.07,1099.92,0.0025531,4.459000111
2009/12/4,0.3826,0.37878,0.29055,3.6472,3.74835,3.676,1.48841,1.905,1190.25,75.47,983.324,1105.98,0.0025656,4.585999966
2009/12/7,0.3826,0.37774,0.2903,3.64625,3.748,3.67605,1.48234,1.905,1142.5,73.93,980.344,1103.25,0.0025656,4.971000195
2009/12/8,0.3815,0.379,0.2906,3.64675,3.7487,3.67605,1.47306,1.8925,1146.75,72.62,969.191,1091.94,0.0025594,5.113999844
2009/12/9,0.38225,0.378,0.2903,3.6469,3.74795,3.6762,1.4741,1.8925,1141,70.67,962.596,1095.95,0.0025519,4.897999763
2009/12/10,0.38225,0.378,0.2858,3.641,3.7476,3.67655,1.47152,1.88875,1128.5,70.54,965.256,1102.35,0.0025425,5.297999859
2009/12/11,0.38239,0.3786,0.28976,3.6455,3.7482,3.67675,1.46174,1.88875,1124,69.87,972.786,1106.41,0.0025363,5.163000107
2009/12/14,0.38225,0.37799,0.29835,3.64425,3.7476,3.67695,1.46501,1.88875,1123.75,69.51,979.211,1114.11,0.0025375,5.331999779
2009/12/15,0.38239,0.3786,0.29005,3.63925,3.7475,3.677,1.45525,1.88875,1122,70.69,975.011,1107.93,0.0025344,5.522999763
2009/12/16,0.38191,0.37898,0.29083,3.64405,3.7477,3.6757,1.45758,1.8875,1137.5,72.66,973.419,1109.18,0.0025375,5.461999893
2009/12/17,0.38228,0.37861,0.29171,3.6445,3.748,3.67595,1.43449,1.8875,1117,72.65,954.931,1096.08,0.0025338,5.768000126
2009/12/18,0.38228,0.3785,0.29175,3.6446,3.74805,3.67375,1.42738,1.8875,1104.5,73.36,950.21,1102.47,0.0025125,5.782000065
2009/12/21,0.38225,0.3785,0.29055,3.64425,3.74665,3.66425,1.43115,1.8875,1105.5,72.47,946.415,1114.05,0.0024875,5.669000149
2009/12/22,0.38235,0.3786,0.2926,3.6443,3.74835,3.6751,1.42301,1.8875,1084,74.4,953.922,1118.02,0.0024875,5.715000153
2009/12/23,0.38233,0.37861,0.29321,3.6444,3.7483,3.6751,1.43299,1.8875,1085.25,75.74,964.409,1120.59,0.0025063,5.821000099
2009/12/24,0.38233,0.37851,0.29298,3.6445,3.74815,3.67385,1.43546,1.8875,1102,77.05,973.863,1126.48,0.0025063,5.643000126
2009/12/25,0.38233,0.3786,0.29285,3.6444,3.7482,3.6753,1.43546,1.8875,1102,77.05,974.195,1126.48,0.0025063,5.816499949
2009/12/28,0.38224,0.3785,0.2927,3.6447,3.7485,3.6751,1.43881,1.8875,1106,78.77,981.143,1127.78,0.0025063,5.989999771
2009/12/29,0.38234,0.37851,0.29265,3.6449,3.7496,3.67505,1.44044,1.90625,1106,78.87,980.582,1126.2,0.0025063,5.81400013
2009/12/30,0.38244,0.37861,0.2928,3.6449,3.7488,3.67515,1.42985,1.90625,1087.5,79.28,980.61,1126.42,0.0025063,5.709000111
2009/12/31,0.38234,0.379,0.29296,3.64485,3.74895,3.67505,1.43454,1.8875,1100.5,79.36,989.469,1115.1,0.0025063,5.572000027
2010/1/1,0.38233,0.379,0.29605,3.644,3.74895,3.6751,1.43454,1.8875,1100.5,79.36,989.469,1115.1,0.0025063,5.727999926
2010/1/4,0.38235,0.37799,0.29081,3.6445,3.74805,3.66975,1.44359,1.8875,1087.5,81.51,1004.511,1132.99,0.0025438,5.883999825
2010/1/5,0.3831,0.37849,0.2919,3.6445,3.74905,3.6755,1.44137,1.88125,1123.25,81.77,1015.257,1136.52,0.002525,5.637000084
2010/1/6,0.3826,0.37846,0.29185,3.64575,3.74725,3.6755,1.43844,1.8875,1130,83.18,1021.752,1137.14,0.0025,6.008999825
2010/1/7,0.3825,0.37799,0.2913,3.6445,3.7491,3.6757,1.43231,1.8875,1130.25,82.66,1014.421,1141.69,0.0024938,5.806000233
2010/1/8,0.3825,0.3785,0.29155,3.64475,3.74915,3.67555,1.4322,1.8875,1126.75,82.75,1016.406,1144.98,0.0025125,5.749000072
2010/1/11,0.38135,0.37876,0.29104,3.6395,3.7493,3.6754,1.45434,1.8875,1153,82.52,1028.07,1146.98,0.0025125,5.453999996
2010/1/12,0.3825,0.37799,0.29099,3.646,3.7491,3.67515,1.45369,1.8875,1151.25,80.79,1021.18,1136.22,0.0025125,5.59100008
2010/1/13,0.3815,0.3785,0.29119,3.6395,3.7492,3.6746,1.4505,1.88875,1127.25,79.65,1012.095,1145.68,0.0025125,5.732999802
2010/1/14,0.38125,0.3787,0.29094,3.643,3.74785,3.67515,1.44707,1.91375,1138.25,79.39,1013.292,1148.46,0.0025125,5.587999821
2010/1/15,0.3829,0.37849,0.29175,3.6445,3.74815,3.67485,1.43651,1.91375,1128,78,1010.775,1136.03,0.0025125,5.690999985
2010/1/18,0.38232,0.37861,0.2915,3.64605,3.74945,3.67495,1.43812,1.91375,1134.5,78,1012.548,1136.03,0.0024875,5.624000072
2010/1/19,0.383,0.3785,0.29145,3.64575,3.74955,3.67495,1.42781,1.92625,1133,79.02,1013.412,1150.23,0.00249,5.55700016
2010/1/20,0.3815,0.37899,0.29185,3.646,3.74925,3.6753,1.41121,1.92625,1120.25,77.62,997.492,1138.04,0.0024888,5.495999813
2010/1/21,0.3836,0.3791,0.29173,3.644,3.74955,3.67505,1.40515,1.94625,1108.25,75.86,981.165,1116.48,0.0024888,5.614999771
2010/1/22,0.38335,0.3791,0.29168,3.64495,3.749,3.6746,1.41257,1.94625,1084,74.54,963.852,1091.76,0.0024906,5.818999767
2010/1/25,0.38335,0.3792,0.2919,3.64495,3.7492,3.67505,1.41528,1.94625,1095.25,75.26,959.059,1096.78,0.0024875,5.722000122
2010/1/26,0.38335,0.37854,0.29161,3.6435,3.7492,3.675,1.40543,1.9475,1093.25,74.71,938.062,1092.17,0.0024875,5.485000134
2010/1/27,0.3815,0.37855,0.29185,3.64485,3.74795,3.67245,1.40377,1.98125,1094.75,73.67,928.706,1097.5,0.0024875,5.274000168
2010/1/28,0.3836,0.37854,0.2925,3.64075,3.7493,3.6753,1.39567,1.98625,1088,73.64,940.074,1084.53,0.0024875,5.138000011
